"job_id","job_title","company_name","location","experience_required_years","skills","salary_min_inr","salary_max_inr","employment_type","remote_option"
925,"Data Analyst","Capgemini","Pune",10,"SQL, Machine Learning, Node.js","778328.00","1159773.00","Contract","Remote"
926,"Data Scientist","Capgemini","Noida",2,"Machine Learning, AWS, Python","2013821.00","2261811.00","Contract","Hybrid"
927,"ML Engineer","HCLTech","Chennai",13,"Azure, Docker, Power BI","2331783.00","2600661.00","Internship","Remote"
928,"ML Engineer","Cognizant","Pune",11,"Node.js, SQL, Tableau","906578.00","1037684.00","Full-time","Remote"
929,"Cybersecurity Analyst","Capgemini","Noida",2,"Machine Learning, Tableau, Docker","1048341.00","1233219.00","Internship","Hybrid"
930,"DevOps Engineer","Infosys","Chennai",5,"AWS, Machine Learning, Azure","1604633.00","1763463.00","Full-time","Onsite"
931,"Data Analyst","TCS","Bangalore",2,"Tableau, Python, Power BI","822014.00","1017747.00","Internship","Onsite"
932,"Business Analyst","Flipkart","Delhi NCR",12,"Python, AWS, Docker","1057975.00","1372470.00","Contract","Hybrid"
933,"ML Engineer","Infosys","Kolkata",9,"Python, Docker, Java","2317707.00","2421284.00","Internship","Onsite"
934,"Business Analyst","Flipkart","Delhi NCR",6,"Python, Azure, AWS","699310.00","941807.00","Contract","Onsite"
935,"Cybersecurity Analyst","HCLTech","Bangalore",3,"Docker, Tableau, Python","1636680.00","2023319.00","Full-time","Hybrid"
936,"Backend Developer","Flipkart","Delhi NCR",7,"Azure, Python, React","1342490.00","1646434.00","Internship","Remote"
937,"Data Scientist","Flipkart","Kolkata",5,"AWS, Machine Learning, Node.js","1841420.00","2018343.00","Internship","Remote"
938,"Data Scientist","Wipro","Kolkata",6,"Azure, Java, Kubernetes","885572.00","1093667.00","Internship","Onsite"
939,"Frontend Developer","Capgemini","Hyderabad",6,"Docker, React, AWS","843892.00","1115416.00","Full-time","Onsite"
940,"DevOps Engineer","Wipro","Bangalore",0,"Tableau, Power BI, AWS","771201.00","1089223.00","Internship","Onsite"
941,"Data Analyst","Wipro","Bangalore",0,"Python, Node.js, AWS","560295.00","891209.00","Internship","Hybrid"
942,"Frontend Developer","Infosys","Noida",15,"Java, Azure, Node.js","577637.00","894754.00","Contract","Hybrid"
943,"Cybersecurity Analyst","Infosys","Delhi NCR",5,"Tableau, SQL, Power BI","629216.00","968885.00","Internship","Onsite"
944,"Cloud Engineer","Wipro","Delhi NCR",9,"Java, AWS, React","1600135.00","1929194.00","Full-time","Onsite"
945,"Data Scientist","Capgemini","Pune",12,"AWS, Machine Learning, Java","2281104.00","2508305.00","Contract","Onsite"
946,"Data Scientist","Tech Mahindra","Hyderabad",14,"SQL, Machine Learning, Power BI","1115981.00","1398926.00","Full-time","Hybrid"
947,"Data Scientist","Capgemini","Mumbai",7,"AWS, Azure, Node.js","928045.00","1083221.00","Contract","Remote"
948,"Data Scientist","Wipro","Hyderabad",4,"React, Tableau, Node.js","1096066.00","1307483.00","Full-time","Onsite"
949,"ML Engineer","Capgemini","Delhi NCR",13,"Machine Learning, Node.js, Java","2213600.00","2340952.00","Internship","Onsite"
950,"Cybersecurity Analyst","Capgemini","Delhi NCR",9,"Azure, Power BI, Docker","1057405.00","1349781.00","Internship","Remote"
951,"DevOps Engineer","Tech Mahindra","Chennai",12,"Tableau, Java, SQL","1200032.00","1598043.00","Internship","Onsite"
952,"Software Engineer","Capgemini","Pune",0,"Kubernetes, AWS, Tableau","855494.00","958894.00","Full-time","Remote"
953,"DevOps Engineer","TCS","Noida",11,"Docker, Kubernetes, SQL","1643089.00","2009904.00","Internship","Remote"
954,"Data Scientist","Infosys","Bangalore",10,"Power BI, Kubernetes, Machine Learning","2022085.00","2328151.00","Full-time","Onsite"
955,"Data Analyst","Infosys","Delhi NCR",14,"Docker, Python, Machine Learning","617545.00","742608.00","Contract","Hybrid"
956,"Business Analyst","HCLTech","Pune",13,"Docker, Node.js, SQL","990238.00","1366249.00","Internship","Hybrid"
957,"Data Analyst","Flipkart","Noida",11,"AWS, React, Node.js","943361.00","1144724.00","Internship","Remote"
958,"Backend Developer","Capgemini","Pune",5,"React, Azure, AWS","858178.00","1056581.00","Internship","Hybrid"
959,"Frontend Developer","Flipkart","Chennai",7,"Azure, Kubernetes, Machine Learning","1226903.00","1607829.00","Full-time","Hybrid"
960,"Cybersecurity Analyst","Capgemini","Delhi NCR",3,"Node.js, Docker, React","1234530.00","1517298.00","Full-time","Onsite"
961,"Frontend Developer","Infosys","Hyderabad",9,"Azure, React, Java","1275161.00","1535920.00","Contract","Hybrid"
962,"Cloud Engineer","TCS","Pune",12,"AWS, Docker, Kubernetes","1821262.00","2038296.00","Full-time","Hybrid"
963,"Software Engineer","HCLTech","Noida",0,"AWS, SQL, React","1344372.00","1671258.00","Internship","Onsite"
964,"Frontend Developer","HCLTech","Noida",4,"Azure, SQL, AWS","1190405.00","1537239.00","Internship","Onsite"
965,"ML Engineer","TCS","Chennai",1,"Power BI, Kubernetes, React","2348954.00","2487949.00","Internship","Onsite"
966,"Data Analyst","Cognizant","Noida",4,"SQL, Tableau, AWS","475325.00","671055.00","Contract","Remote"
967,"Frontend Developer","HCLTech","Noida",6,"Tableau, React, Azure","913230.00","1018672.00","Internship","Onsite"
968,"Data Scientist","Wipro","Mumbai",4,"Kubernetes, Java, AWS","1206776.00","1442898.00","Internship","Remote"
969,"Data Analyst","HCLTech","Kolkata",3,"AWS, Docker, React","614291.00","971909.00","Internship","Remote"
970,"DevOps Engineer","Tech Mahindra","Hyderabad",15,"Kubernetes, SQL, Docker","856651.00","1223280.00","Full-time","Remote"
971,"Software Engineer","Flipkart","Hyderabad",7,"React, AWS, Machine Learning","1321376.00","1456373.00","Contract","Onsite"
972,"Cybersecurity Analyst","TCS","Hyderabad",11,"Docker, Python, Machine Learning","988637.00","1356303.00","Internship","Remote"
973,"DevOps Engineer","Capgemini","Delhi NCR",9,"Power BI, AWS, Node.js","980816.00","1305453.00","Internship","Remote"
974,"DevOps Engineer","Accenture","Mumbai",13,"React, Machine Learning, Power BI","1467994.00","1859592.00","Contract","Hybrid"
975,"Frontend Developer","Infosys","Chennai",1,"Azure, Machine Learning, Python","1209556.00","1518012.00","Contract","Hybrid"
976,"Data Scientist","Cognizant","Delhi NCR",6,"Node.js, React, SQL","1099158.00","1362689.00","Contract","Hybrid"
977,"DevOps Engineer","Capgemini","Bangalore",0,"Python, Tableau, React","1719091.00","1840198.00","Contract","Onsite"
978,"ML Engineer","Infosys","Mumbai",1,"Python, Java, React","1776188.00","2144862.00","Contract","Remote"
979,"ML Engineer","Wipro","Mumbai",3,"Python, Tableau, Machine Learning","2304100.00","2674365.00","Contract","Hybrid"
980,"ML Engineer","Capgemini","Bangalore",12,"AWS, Power BI, Azure","925673.00","1164857.00","Internship","Remote"
981,"Backend Developer","Capgemini","Kolkata",13,"Kubernetes, Azure, AWS","1095707.00","1286267.00","Full-time","Remote"
982,"Cybersecurity Analyst","Tech Mahindra","Hyderabad",15,"Azure, Node.js, Kubernetes","1062227.00","1387396.00","Internship","Hybrid"
983,"Business Analyst","Flipkart","Chennai",4,"Tableau, AWS, Machine Learning","986212.00","1095320.00","Contract","Remote"
984,"Data Scientist","HCLTech","Kolkata",10,"Machine Learning, Java, Python","2232234.00","2541630.00","Full-time","Onsite"
985,"DevOps Engineer","Flipkart","Noida",4,"Python, React, Node.js","978427.00","1293295.00","Contract","Hybrid"
986,"Backend Developer","Wipro","Chennai",13,"Tableau, Java, Azure","1442690.00","1585155.00","Full-time","Hybrid"
987,"Business Analyst","Infosys","Bangalore",7,"Python, Machine Learning, AWS","654325.00","936302.00","Contract","Hybrid"
988,"Software Engineer","HCLTech","Hyderabad",14,"Node.js, Power BI, Kubernetes","1091579.00","1421189.00","Full-time","Remote"
989,"Backend Developer","HCLTech","Hyderabad",5,"Docker, Azure, React","565794.00","822361.00","Full-time","Remote"
990,"Backend Developer","HCLTech","Mumbai",14,"Azure, Kubernetes, Docker","578010.00","760908.00","Contract","Hybrid"
991,"Business Analyst","Accenture","Noida",6,"Power BI, AWS, Java","941385.00","1098098.00","Internship","Remote"
992,"Data Analyst","Cognizant","Kolkata",13,"Node.js, Docker, React","905516.00","1094014.00","Contract","Onsite"
993,"Backend Developer","Tech Mahindra","Pune",12,"AWS, Azure, Power BI","1441203.00","1756854.00","Internship","Hybrid"
994,"Business Analyst","HCLTech","Noida",8,"Kubernetes, Tableau, Node.js","519463.00","656098.00","Full-time","Onsite"
995,"Business Analyst","Zoho","Hyderabad",11,"Tableau, Machine Learning, Kubernetes","760269.00","1157729.00","Contract","Onsite"
996,"DevOps Engineer","Capgemini","Mumbai",7,"Python, React, Java","1357590.00","1649298.00","Full-time","Hybrid"
997,"ML Engineer","Flipkart","Noida",14,"Docker, Azure, Power BI","1891596.00","2197350.00","Full-time","Onsite"
998,"Backend Developer","Wipro","Hyderabad",3,"Power BI, AWS, Node.js","1063914.00","1244415.00","Internship","Remote"
999,"Data Scientist","Infosys","Chennai",12,"Node.js, Azure, Machine Learning","856670.00","998375.00","Internship","Hybrid"
1000,"Frontend Developer","HCLTech","Chennai",1,"AWS, Docker, Azure","559498.00","660711.00","Internship","Remote"
